"block","condition_label","score_type","n_input","beta","n_replications","mean_effect_size","sd_effect_size","mean_correlation","mean_latent_effect_base_full","mean_latent_effect_condition_full","mean_latent_effect_condition_selected","mean_delta_from_base_full","mean_delta_from_condition_full","mean_delta_from_condition_selected","mean_selection_effect_on_latent_d","mean_x_mean_obs","mean_y_mean_obs","mean_x_sd_obs","mean_y_sd_obs","mean_x_skew_obs","mean_y_skew_obs","mean_x_kurtosis_obs","mean_y_kurtosis_obs","mean_n_used","prop_significant"
"1E_range_restriction","x_upper","sum",1000,0.4,1000,0.0803016565024998,0.0283403445812328,0.218768556889307,0.186480633195054,0.186480633195054,0.0598264054069217,-0.106230168752619,-0.106230168752619,0.0204168290426329,-0.126654227788132,20.19397,18.8680614285714,3.63490004929905,4.62574051662945,0.253820207797843,-0.0610399564271154,2.59936550920724,2.54571355870725,700,0
"1E_range_restriction","y_lower","sum",1000,0.4,1000,0.0807716210167001,0.0286292624818463,0.221422788337557,0.186480633195054,0.186480633195054,0.0604596799739658,-0.105655771522132,-0.105655771522132,0.0203126849743063,-0.126020953221088,17.1367571428571,15.8024471428571,4.62559990794892,3.63833724172531,0.0595322186949772,-0.249822356463627,2.54914071175927,2.60084567657745,700,0
"1E_range_restriction","y_upper","sum",1000,0.4,1000,0.110739684965574,0.0283929785878292,0.220471609460272,0.186480633195054,0.186480633195054,0.253760454548151,-0.075948621067247,-0.075948621067247,-0.143312591187694,0.0672798213530971,18.8636242857143,20.1953457142857,4.62637122029561,3.63778165548792,-0.0624015096880219,0.251780365946115,2.5508875108543,2.60008947275509,700,0
"1A_score_construction","baseline_scores","factor",1000,0.6,1000,0.171133175868616,0.0240885141815422,0.497784575580658,0.248271142115754,0.248271142115754,0.248271142115754,-0.0771379662471382,-0.0771379662471382,-0.0771379662471382,0,-7.21548229982706e-06,3.04917382917934e-05,0.906888337252814,0.906975461066944,-0.000547831458153439,0.00119189183358146,2.82633566374487,2.82293607588395,1000,0
"1A_score_construction","baseline_scores","sum",1000,0.6,1000,0.140049078330565,0.0219291181007313,0.497561645566287,0.248271142115754,0.248271142115754,0.248271142115754,-0.108222063785189,-0.108222063785189,-0.108222063785189,0,18.003637,17.999994,4.77924068847328,4.78458440768634,-0.00116522185416741,0.000472092357339054,2.51572243568752,2.51188778555349,1000,0
"1B_reliability","loading_0.50","sum",1000,0.6,1000,0.150948993259953,0.0328577839685575,0.384413785033908,0.248271142115754,0.248271142115754,0.248271142115754,-0.0973221488558009,-0.0973221488558009,-0.0973221488558009,0,18.003758,18.000227,3.87880297012661,3.88617895902323,-0.00283846975965548,0.00305281489114582,2.67511025330533,2.67599633245436,1000,0
"1B_reliability","loading_0.70","sum",1000,0.6,1000,0.14157118115226,0.0227451539914572,0.498449952552408,0.248271142115754,0.248271142115754,0.248271142115754,-0.106699960963494,-0.106699960963494,-0.106699960963494,0,17.99927,17.999738,4.77928365546796,4.78015615441422,-0.00149367682390952,-0.00172627506916388,2.51434563389016,2.51067300147426,1000,0
"1B_reliability","loading_0.85","sum",1000,0.6,1000,0.102168402777778,0.020305301430404,0.551086608922247,0.248271142115754,0.248271142115754,0.248271142115754,-0.146102739337976,-0.146102739337976,-0.146102739337976,0,18.001668,17.998536,5.51978573653833,5.52119790120759,1.09391192548228e-05,-0.000459042081454253,2.39789793679891,2.39447157030673,1000,0
"1C_response_categories","n_cat_4","sum",1000,0.6,1000,0.085974417971746,0.0204461919142601,0.490647881097606,0.248271142115754,0.248271142115754,0.248271142115754,-0.162365430763149,-0.162365430763149,-0.162365430763149,0,15.002473,14.998812,4.17991202072465,4.17973425625631,-0.00139160708303954,0.00177876631596783,2.28749516750437,2.28820074495391,1000,0
"1C_response_categories","n_cat_5","sum",1000,0.6,1000,0.140802999274408,0.0223114399838803,0.497947080808843,0.248271142115754,0.248271142115754,0.248271142115754,-0.107468142841346,-0.107468142841346,-0.107468142841346,0,17.994602,18.002226,4.78248976602422,4.77970076321096,-0.000187062119117118,0.00369361502693039,2.51178700805271,2.51146259596714,1000,0
"1C_response_categories","n_cat_7","sum",1000,0.6,1000,0.197242479483812,0.0344939574000283,0.501250136779727,0.248271142115754,0.248271142115754,0.248271142115754,-0.0510286626319418,-0.0510286626319418,-0.0510286626319418,0,23.998143,23.996626,5.26659742037643,5.26660271494471,-0.00249555525433598,0.0013489781158588,2.85656874621486,2.84975751604225,1000,0
"1D_threshold_shift","lower_0.50","sum",1000,0.6,1000,0.134427020740272,0.0297109916043537,0.495313184279005,0.248271142115754,0.248271142115754,0.248271142115754,-0.113844121375482,-0.113844121375482,-0.113844121375482,0,21.070923,21.071366,4.62627004477965,4.62540368086145,-0.273267644576762,-0.271980483974247,2.58076063322497,2.57795062306293,1000,0
"1D_threshold_shift","lower_0.70","sum",1000,0.6,1000,0.130382892574059,0.0350659272694073,0.491278475016062,0.248271142115754,0.248271142115754,0.248271142115754,-0.117888249541695,-0.117888249541695,-0.117888249541695,0,22.245757,22.243565,4.47597459869224,4.47339269934281,-0.398281338174384,-0.395378693611599,2.66753459223926,2.65933186943732,1000,0
"1D_threshold_shift","lower_1.00","sum",1000,0.6,1000,0.12339556790618,0.0429263511367048,0.483189532267983,0.248271142115754,0.248271142115754,0.248271142115754,-0.124875574209573,-0.124875574209573,-0.124875574209573,0,23.900859,23.90081,4.1540191977227,4.15588120796559,-0.609317208592106,-0.609789743478534,2.91097012401836,2.90915654371982,1000,0
"1D_threshold_shift","upper_0.50","sum",1000,0.6,1000,0.134498500902266,0.0292538652128068,0.493501560123331,0.248271142115754,0.248271142115754,0.248271142115754,-0.113772641213488,-0.113772641213488,-0.113772641213488,0,14.931253,14.930724,4.62233137034022,4.62718383355778,0.272637890497879,0.274063048906023,2.58446856836819,2.58373928479713,1000,0
"1D_threshold_shift","upper_0.70","sum",1000,0.6,1000,0.133129913938703,0.0342506375524075,0.492658754579627,0.248271142115754,0.248271142115754,0.248271142115754,-0.115141228177051,-0.115141228177051,-0.115141228177051,0,13.753662,13.757535,4.47460755946944,4.47687959946091,0.398044193232486,0.39652019570593,2.67173993920691,2.66578787646496,1000,0
"1D_threshold_shift","upper_1.00","sum",1000,0.6,1000,0.124853264039968,0.0416341001854094,0.484064252836209,0.248271142115754,0.248271142115754,0.248271142115754,-0.123417878075785,-0.123417878075785,-0.123417878075785,0,12.0949,12.095592,4.15219324299263,4.15583569902397,0.61021559438089,0.610710738013191,2.91703799100518,2.91353627513163,1000,0
"1E_range_restriction","x_lower","sum",1000,0.6,1000,0.147205139251226,0.0317762870205126,0.343337165163586,0.248271142115754,0.248271142115754,0.30984868991619,-0.101066002864528,-0.101066002864528,-0.162643550664964,0.0615775478004362,15.8024442857143,16.6948071428571,3.63515312133337,4.42410085684919,-0.252795361915898,0.0626755211589227,2.59633043659407,2.58207183032882,700,0
"1E_range_restriction","x_upper","sum",1000,0.6,1000,0.0997644326773531,0.0308554592804522,0.3449013886498,0.248271142115754,0.248271142115754,0.0982880614004935,-0.148534771771076,-0.148534771771076,0.00142092486359978,-0.14998308071526,20.1982128571429,19.3004242857143,3.6329545833926,4.42301438495277,0.252498524114583,-0.0609910459305861,2.60129612973867,2.58598770658873,700,0
"1E_range_restriction","y_lower","sum",1000,0.6,1000,0.100384108940805,0.0293625265022685,0.346284903158919,0.248271142115754,0.248271142115754,0.0992981697581233,-0.14781854025974,-0.14781854025974,0.00104991413628794,-0.14897297235763,16.70084,15.80366,4.42300769620681,3.63638455867822,0.0595730472298892,-0.247597183433777,2.58860887780707,2.59590996303909,700,0
"1E_range_restriction","y_upper","sum",1000,0.6,1000,0.150687907896613,0.031951655455434,0.346792173217879,0.248271142115754,0.248271142115754,0.307661423400824,-0.097594645840893,-0.097594645840893,-0.156999646078265,0.0593902812850704,19.3039942857143,20.1954971428571,4.42364863428438,3.63694095719374,-0.0638019062900697,0.253748216128012,2.58932616268056,2.60452063647443,700,0
